ID,Story,FacScoresQ,FacScoresO,Dataset,ProblemID,set,ID.1,wordcount,qwenDSI-3
858,"Putting myself in Clara's shoes if school is her priority, which I assume it is because she in med-school, she needs to quit her job and focus on school.  If she needs more money she should look for a less demanding job possibly on campus that requires less hours or and apply for scholarships and any other financial aid that will allow her to put school on the forefront.",1.521356616,0.194335926,RLPS3,Clara,training,858,71,0.4515511095523834
859,If I were Clara I would take some hours off my work schedule because school is very important especially when getting a good job.,-0.470693177,-0.697603884,RLPS3,Clara,training,859,24,0.44217032194137573
860,She could either change jobs or ask for more flexible hours.  Explaining her situation to her employer will probably help her chances.,-0.406441651,-0.697603884,RLPS3,Clara,training,860,22,0.4079936146736145
861,clara needs to quit her job and find another part-time job that will not take time away from her studies. Dedication to her education is most important!,-0.406441651,-0.697603884,RLPS3,Clara,training,861,28,0.48335373401641846
862,"Clara should work less hours at work because school comes first.  School is more important in the long run, and she should focus on that.",-0.470693177,-1.175708071,RLPS3,Clara,training,862,25,0.4295220375061035
863,"Clara should talk to her employer about her hours.  Just taking the 25 hours down to 20 will be enough to give her an extra hour of studying per day of the week, while enabling her to still make decent money.  Also, she should take a look at what she does when she's not studying or working.  Streamlining that process a little bit will help her manage her time",0.557457483,0.194335926,RLPS3,Clara,training,863,70,0.43234699964523315
864,"Clara needs to quit her job, being a ""gopher"" is not condusive to her grades and since she needs her grades to enter medical school that should take presidence over her job. She could find a job at a local hospital so she can get experience related to her field. Clara should look for a job that has set hours and will allow her to work on her school work during break instead of one that keeps her running around.",-0.406441651,0.194335926,RLPS3,Clara,training,864,80,0.4602530598640442
865,"quit her job, focus on studying, get a part time job posing nude for an art class.",-0.406441651,1.978215548,RLPS3,Clara,training,865,17,0.46796536445617676
866,Clara should intern with the architectural design firm. She wouldn't be required to work 25 hours a week so she would have more time to study.,-0.470693177,0.424488078,RLPS3,Clara,training,866,27,0.4540759027004242
867,Clara could set a schedule that would allow her to fit some time for her to study.,-1.434592311,-1.405860223,RLPS3,Clara,training,867,17,0.38024094700813293
868,It is better to think future not present. If clara will be able to get her medical degree with good grades she will not have any problem so it is better to quit the job and focus on her study only.,-0.470693177,-0.697603884,RLPS3,Clara,training,868,41,0.4233933389186859
869,She would either have to quit her job or find another in which she can lower the hours that she works in order to study.,0.557457483,-0.697603884,RLPS3,Clara,training,869,25,0.3914986848831177
870,"Clara should cut down her hours at work, either working less days, or find another job related to her degree that works around her schedule, and allow her study time.",0.557457483,-0.697603884,RLPS3,Clara,training,870,30,0.44226452708244324
871,"If Clara really wants to get into Medical school, she will have to choose what is most important.  Either something that she will enjoy in the long term or short term.  Her current job could just be short term because what she really wants is a place in the medical field.  She should cut down her hours of work and focus more on school because in the long run, it will benefit her more.",0.493205956,-0.513920413,RLPS3,Clara,training,871,74,0.4357823431491852
872,"If I were Clara I would try to find a job in the feild in which she was studying. That way she has some experience, and they would probably be more apt to work around her school schedule.",-0.470693177,-0.697603884,RLPS3,Clara,training,872,38,0.42139869928359985
873,If she is really dedicated to doing both she should spend more of her free time working on school work and studying.  There is also the option for her to find another job.,-0.406441651,-0.467451732,RLPS3,Clara,training,873,33,0.4157220423221588
874,"If Clara can afford to study less for her least difficult classes, she should use that time to study for the difficult classes.  If not, she needs to quit the job and finish the semester strong.",0.557457483,-0.035816226,RLPS3,Clara,training,874,36,0.4157804548740387
875,"Clara could find a new job, perhaps in a doctor's office, that would enable her to get practical, hands-on training in a field she will be working in in the future. This job would only require perhaps 10 hours a week, still allowing her adequate study time.",0.493205956,-0.035816226,RLPS3,Clara,training,875,49,0.4626997113227844
