solutions,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,fac_scores
"I think Becky needs to ""write Jim up""...as they do in most jobs.  That will serve as a warning to him but also alert Mark of the problem.  Hopefully by doing this Jim will straighten up and realize what he has to do to keep him job.  But if not, stronger ctions such as firing, may have to take place.  She has a very good at the Pizzeria and can't let Jim ruin that for her.  Whether he is a friend or not",3.416636,3.3753276,3.3162813,3.1333442,2.7449617,2.2917652,1.5727577,1.0915043,0.6863627,0.49392086,0.41946808,0.439032777
"She can talk to JIm into changing his behavior, she has to help him see what he's doing is not right.  She would also have to inform the owner of what JIm has been doing and ask to not let him go and keep him under probation for she's going to help him ou through the process.",2.8608193,2.8784113,2.9103982,2.8906963,2.7849982,2.7819026,2.6061893,2.4893644,2.0006955,1.7173377,1.5753398,0.180205522
Becky can talk to mark about the postives of having that job and let him know that shes really grateful for what mark has done for them so they shouldnt take it for granted. She can explain that if she gets to be a shift manager than she will be in an awkard position if he does not change. She can even offer to buy him pizza!,2.381525,2.3245955,2.2472343,2.0842435,1.7820473,1.6003175,1.3598653,1.4054294,1.2722261,1.2039914,1.1950479,0.348154868
Becky should talk to her roomate Jim and let him know that he has to pay for the pizza's he took or else she will tell the owner. If not she will have to tell him to find another job to pay for the rent or find somewhere else to live.,3.1946292,3.147318,3.0803661,2.8956943,2.5164776,2.1095054,1.4818476,1.1103697,0.7726019,0.6130128,0.5566604,0.313362334
"I think Becky needs to talk to her boss to tell him what happened, but explain to him that she needs Jim to have a job since he is paying for rent. Also i think she should add in that she does not want her relationship to be ruined over this issue. Her bos should be understanding of Becky's feelings and respect that she told him.",3.2002182,3.137101,3.046428,2.825629,2.3901188,1.9098126,1.211953,0.8183727,0.533345,0.41030598,0.3778577,-0.484258882
"First, Becky must confront Jim about his actions. If Jim refuses to stop, then Becky has to tell Mark what he is doing.",2.6283975,2.5298858,2.3889751,2.1185262,1.6365932,1.1852005,0.6378177,0.5028282,0.45933107,0.46759823,0.51219743,-0.631068776
"First, Becky could try talking to Jeff herself, telling him that he needs to improve or she is going to have to say something to the owner.  If that doesn't work then she will have to tell Mark, and let him know the situation, and let him make the right coice.",2.168614,2.0731847,1.9391607,1.7002869,1.2918437,1.0063573,0.7141862,0.8253456,0.86845475,0.9084204,0.96681994,-0.484258882
Becky should suggest that Mark makes a surprise visit to the store unexpectedly,1.4566419,1.3603525,1.2285501,1.0258005,0.711367,0.6573078,0.73636115,1.2218562,1.418289,1.520534,1.6089022,0.033395628
Becky could talk with Jim about his inappropriate actions and repaying the owner for the all the food he had taken. If Jim doesn't respond well then that is the time when she should take the situation to the owner.,3.0268748,2.986089,2.9297466,2.7688384,2.4354103,2.113399,1.6018398,1.3267164,1.0021211,0.8414465,0.78188384,0.054535079
"Becky confronts Jim about his behavior, and tells him if he continues, she will inform Mark of his behavior.",2.4073656,2.2922006,2.1274152,1.8310373,1.320719,0.86706036,0.36519596,0.32655913,0.38656327,0.45254698,0.5314655,-0.631068776
"Becky should first sit down with Jim as a supervisor not a friend and let him know his behaviors are unacceptable.  Tell him that he needs to take a pay cut until the price for the pizza's are reinburst. Then as a friend inform him that what he is doing i not in good character and that with that work ethic and attitude he will not find a place that would employee him. Let him know she will find a new roommate if he can't be more responsible. Then Becky should go to Mark and let him know just how she planson taking care of the problem, this will show Mark she can be trusted and can handle problems on her own.",3.6436257,3.6250412,3.5989392,3.455373,3.1158922,2.6904483,1.9486157,1.3752248,0.8446146,0.579733,0.46145433,0.180205522
find jim another job or ask to not be on shifts with jim,2.4224486,2.4114227,2.4026728,2.3415463,2.1950498,2.2074099,2.1407444,2.2203622,1.9219165,1.7426957,1.6620282,0.425379695
"The best thing Becky could do is to talk to Jim about his behavior on the job. She needs to explain to him how important it is that they both remain employed to carry out their responsibilites, and that his behavior can cause him to lose his job. Becky neds to explain to Jim that she values their friendship, however, if he does not clean up his act, she may have to tell the manager.",3.2348392,3.166496,3.0678184,2.8333223,2.3747315,1.8593466,1.1210196,0.7028524,0.42834,0.31461158,0.2887477,-0.484258882
becky should talk to jim about his recent stealing. Explain to him how much trouble her stealing has brought her and how much she regrets what she had done. Let him know shes talking to him about this for his own good and because she cares but his action lso arent right and he needs to stop.,2.7691042,2.7009063,2.6047425,2.395482,2.000874,1.6400787,1.1475998,0.9751605,0.7985304,0.72388333,0.7165431,-1.023052843
"Confront Jim about the discomfort it gives her when he does something illegal, and be honest about the problem if it reoccurs that she will act next time and inform the owner/manager.",3.0507863,3.0342941,3.0142505,2.90713,2.6557927,2.435752,2.0149765,1.7566866,1.344167,1.1245658,1.0269545,-0.484258882
"Becky needs to tell Jim that he needs to pay for the 10 pizzas because he cant continue to do as he pleases because its just costing the business more money which could in the future and over time affect the both of them. She needs to make him pay for thepizzas (she might even offer to help put) or he could get everyone at the party to chip in. either way he needs to understand that he could lose his job over that which is worse than paying for the pizzas. Also, since he works there he can maybe work out  discount on the pizzas from his manager.",3.2992783,3.3150496,3.3421469,3.294871,3.1230242,2.9667788,2.552454,2.2022505,1.6271752,1.3109676,1.1541008,0.865809378
Talk to Jim about how you got in trouble for shop lifting and tell him that it could happen to him if he were to get caught stealing and if he refuses to listen then look for a new roommate and then tell mark what he has been doing so you can still have yur rent paid for,2.9387326,2.9292617,2.9202971,2.8350852,2.62369,2.472444,2.1405485,1.9498476,1.537042,1.3104782,1.2066578,0.313362334
"Becky can just keep quiet about the jim situation because it not her responsibility to tell the manager. if she does tell on jim though she risks loosing a friendship, and potentially have to pay her bills alone.",2.7070117,2.6156836,2.4851534,2.2267838,1.7593753,1.3144895,0.7562805,0.5885481,0.5039395,0.4887264,0.519195,-1.281880098
"I would tell Jim that he needs to tell the bosswhat he did. If he does and tries to imporv his work ethics,Becky will put in a good word for him. When she gets manager she may let him have a free pizza here and there.",3.1341987,3.0961804,3.0434568,2.8830814,2.5447483,2.1997812,1.6434858,1.3151306,0.9584259,0.7821853,0.7140785,-0.190639093
Confront Mark first about it and if he won't change what he's doing then go straight to the boss and tell him the truth.,1.5600792,1.4971836,1.4149294,1.2823441,1.0711367,1.1339248,1.3006129,1.7720417,1.8327057,1.8479761,1.8812026,-0.631068776
"Becky needs to talk to Jim and let him know that she has the authority to get him fired. Along with that, she needs to make sure he knows that she won't allow him to live with her without paying rent, so he needs to keep his job to continue to make money.She needs to emphasize that her job is important to her because no one else would hire her and she needs the money, so her job is going to come ahead of their friendship. If talking to Jim doesn't work, Becky should notify Mark of the situation.",3.037827,2.973879,2.882763,2.668766,2.25247,1.8220819,1.206196,0.89722824,0.6493348,0.54198563,0.5173409,0.201344974
"Becky's relationship with Jim is getting in the way of her job. Becky should keep Jim as a friend, but start to look for a new roommate and confront Jim about his problem. If Kim does nothing, both Kim and Jim will end up fired.",2.8552134,2.7764852,2.6641116,2.426377,1.9830376,1.5461556,0.9635278,0.7329271,0.5740312,0.5167605,0.5220298,0.313362334
Becky needs to write an ananimous letter to her boss letting him know what happend.,1.4543664,1.3653196,1.2443855,1.0581762,0.7694983,0.74894947,0.8600202,1.3554931,1.5276977,1.6131709,1.6905738,0.313362334
"Becky could talk to Jim about the problem first, stating that both of their jobs are on the line if the problem continues and that she is just looking out for their best interest as friends, coworkers, and roommates.  If Jim does not improve his work perfrmance, then Becky should talk to Mark, explaining that she had already talked to Jim about the situation.  If Becky is concerned that Jim cannot pay his portion of the rent, she may need to find a new roommate.",2.916157,2.8621638,2.7865698,2.6016452,2.2369041,1.8917536,1.3822917,1.149537,0.8933846,0.7730166,0.7380721,-0.337448988
"Becky could discretely bring attention to missing food or products to her boss without naming names or claiming to have seen anything. If costs are not an issue the owner could install security cameras, that way he could witness for himself any theft thatwas going on without Becky ""telling on her roommate"". She could then warn her roommate about the talk of cameras being installed so that he could stop the theft and keep his job.",2.2651541,2.265057,2.2734652,2.245523,2.15886,2.2726383,2.3352997,2.511094,2.208591,2.017085,1.9260648,1.684570046
